States,Plant_name,Owner_name,Coutry_name,LAT,LON,net_caol_generation,net_oil_generation,net_gas_generation,net_nuclear_generation,net_hydro_generation,new_biomass_generation,net_wind_generation,net_solar_generation,net_geothermal_generation,net_fossil_generation,net_unknownfuel_generation,net_nonrenewables_generation,net_renewables_generation,net_nonhydrorenewables_generations,net_combustion_generation,net_noncombusition_generation,coal_generation_percentage,oil_generation_percentage,gas_generation_percentage,nuclear_generation_percentage,hydro_generation_percentage,biomass_generation_percentage,wind_generation_percentage,solar_generation_percentage,geothermal_generation_percentage,fossile_generation_percentage,unknowfuel_genertion_percentage,nonrenewable_generation_percentage,renewable_generation_percentage,nonhydrorenewable_generation_percentage,combustion_generation_percentage,noncombustion_generation_percentage
CA,ABEC #4 dba CE&S Dairy,Pacific Gas & Electric Co.,Kern,35.17306,-119.116384,0,0,0,0,0,"7,972",0,0,0,0,0,0,"7,972","7,972","7,972",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,ABEC Bidart-Old River LLC,Pacific Gas & Electric Co,Kern,35.169722,-119.105556,0,0,0,0,0,"12,192",0,0,0,0,0,0,"12,192","12,192","12,192",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Acorn I Energy Storage LLC,Southern California Edison Co,Ventura,34.196505,-118.931898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"Adelanto Solar II, LLC",Southern California Edison Co,San Bernardino,34.557222,-117.3775,0,0,0,0,0,0,0,"18,283",0,0,0,0,"18,283","18,283",0,"18,283",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Adelanto Solar Project,Intermountain Power Agency,San Bernardino,34.550833,-117.435277,0,0,0,0,0,0,0,"12,751",0,0,0,0,"12,751","12,751",0,"12,751",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Adelanto Solar, LLC",Southern California Edison Co,San Bernardino,34.557222,-117.3775,0,0,0,0,0,0,0,"60,023",0,0,0,0,"60,023","60,023",0,"60,023",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Adera Solar,Pacific Gas & Electric Co,Madera,37.120586,-120.32488,0,0,0,0,0,0,0,"42,336",0,0,0,0,"42,336","42,336",0,"42,336",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Adobe San Jose,Pacific Gas & Electric Co,Santa Clara,37.330556,-121.893056,0,0,"8,338",0,0,0,0,0,0,0,0,"8,338",0,0,"8,338",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Adobe Solar,Pacific Gas & Electric Co,KERN,35.102778,-118.954444,0,0,0,0,0,0,0,"47,763",0,0,0,0,"47,763","47,763",0,"47,763",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Aera San Ardo Cogen Facility,Pacific Gas & Electric Co,Monterey,35.953293,-120.859952,0,0,"47,904",0,0,0,0,0,0,0,0,"47,904",0,0,"47,904",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Aera South Belridge Cogen Facility,Pacific Gas & Electric Co,Kern,35.4292,-119.6864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Aerojet I,Southern California Edison Co,Sacramento,38.613508,-121.162879,0,0,0,0,0,0,0,"5,923",0,0,0,0,"5,923","5,923",0,"5,923",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Aerojet II,Southern California Edison Co,Sacramento,38.6086,-121.1703,0,0,0,0,0,0,0,"3,994",0,0,0,0,"3,994","3,994",0,"3,994",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Aerolease,Los Angeles Department of Water & Power,Los Angeles,34.189857,-118.451355,0,0,0,0,0,0,0,"1,904",0,0,0,0,"1,904","1,904",0,"1,904",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,AES Alamitos,Southern California Edison Co,Los Angeles,33.7688,-118.1009,0,0,"581,118",0,0,0,0,0,0,0,0,"581,118",0,0,"581,118",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,AES Alamitos Energy Center,Southern California Edison Co,Los Angeles,33.767229,-118.100194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"AES ES ALAMITOS, LLC",Southern California Edison Co,Los Angeles,33.770202,-118.099665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,AES Huntington Beach,Southern California Edison Co,Orange,33.6439,-117.9792,0,0,"221,671",0,0,0,0,0,0,0,0,"221,671",0,0,"221,671",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,AES Huntington Beach Energy Project,Southern California Edison Co,Orange,33.645618,-117.979372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,AES Redondo Beach,Southern California Edison Co,Los Angeles,33.8504,-118.395,0,0,"195,943",0,0,0,0,0,0,0,0,"195,943",0,0,"195,943",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Agnews Power Plant,Pacific Gas & Electric Co,Santa Clara,37.4058,-121.9272,0,0,"6,467",0,0,0,0,0,0,0,0,"6,467",0,0,"6,467",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,AGT000 Stevens Creek Fuel Cell,City of Santa Clara - (CA),Santa Clara,37.32489,-121.99894,0,0,"18,227",0,0,0,0,0,0,0,0,"18,227",0,0,"18,227",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Agua Mansa Power,City of Colton - (CA),San Bernardino,34.0414,-117.3603,0,0,"4,041",0,0,0,0,0,0,0,0,"4,041",0,0,"4,041",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Aidlin Geothermal Power Plant,Pacific Gas & Electric Co,Sonoma,38.8339,-122.881,0,0,0,0,0,0,0,0,"106,159",0,0,0,"106,159","106,159",0,"106,159",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alameda,City of Alameda,Alameda,37.7886,-122.2889,0,0,"7,208",0,0,0,0,0,0,0,0,"7,208",0,0,"7,208",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Alamo,Southern California Edison Co,Los Angeles,34.8158,-118.6867,0,0,0,0,"63,010",0,0,0,0,0,0,0,"63,010",0,0,"63,010",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Alamo Solar,Southern California Edison Co,San Bernardino,34.682222,-117.3475,0,0,0,0,0,0,0,"41,820",0,0,0,0,"41,820","41,820",0,"41,820",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Algonquin Power Sanger,Pacific Gas & Electric Co,Fresno,36.6842,-119.5522,0,0,"74,663",0,0,0,0,0,0,0,0,"74,663",0,0,"74,663",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,"Algonquin SKIC 10 Solar, LLC",Pacific Gas & Electric Co,Kern,35.126111,-119.243361,0,0,0,0,0,0,0,"20,820",0,0,0,0,"20,820","20,820",0,"20,820",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Algonquin SKIC20 Solar LLC,Pacific Gas & Electric Co,Kern,35.126111,-119.243333,0,0,0,0,0,0,0,"47,961",0,0,0,0,"47,961","47,961",0,"47,961",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Allergan,Southern California Edison Co,Orange,33.67239,-117.85381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Almond,Pacific Gas & Electric Co.,Kings,36.21222,-119.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Almond Power Plant,Turlock Irrigation District,Stanislaus,37.5744,-120.985,0,0,"282,001",0,0,0,0,0,0,0,0,"282,001",0,0,"282,001",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Alpaugh 50,Pacific Gas & Electric Co,Tulare,35.898333,-119.435278,0,0,0,0,0,0,0,"108,586",0,0,0,0,"108,586","108,586",0,"108,586",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alpaugh North,Pacific Gas & Electric Co,Tulare,35.9025,-119.442778,0,0,0,0,0,0,0,"45,442",0,0,0,0,"45,442","45,442",0,"45,442",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alpine Solar,Southern California Edison Co,Los Angeles,34.7892,-118.5047,0,0,0,0,0,0,0,"154,939",0,0,0,0,"154,939","154,939",0,"154,939",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Mesa Project Phase IV,Southern California Edison Co,Riverside,33.946389,-116.663333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Alta Powerhouse,Pacific Gas & Electric Co,Placer,39.215979,-120.80355,0,0,0,0,"3,401",0,0,0,0,0,0,0,"3,401",0,0,"3,401",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Alta Wind Energy Center I,Southern California Edison Co,Kern,35.033725,-118.353422,0,0,0,0,0,0,"366,019",0,0,0,0,0,"366,019","366,019",0,"366,019",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind Energy Center II,Southern California Edison Co,Kern,35.023889,-118.295278,0,0,0,0,0,0,"366,720",0,0,0,0,0,"366,720","366,720",0,"366,720",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind Energy Center III,Southern California Edison Co,Kern,35.023889,-118.295278,0,0,0,0,0,0,"261,255",0,0,0,0,0,"261,255","261,255",0,"261,255",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind Energy Center IV,Southern California Edison Co,Kern,35.008611,-118.242222,0,0,0,0,0,0,"150,299",0,0,0,0,0,"150,299","150,299",0,"150,299",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind Energy Center V,Southern California Edison Co,Kern,35.008611,-118.242222,0,0,0,0,0,0,"311,896",0,0,0,0,0,"311,896","311,896",0,"311,896",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind VIII,Southern California Edison Co,Kern,35.026683,-118.234811,0,0,0,0,0,0,"237,117",0,0,0,0,0,"237,117","237,117",0,"237,117",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind X,Southern California Edison Co,Kern,35.06,-118.2,0,0,0,0,0,0,"366,641",0,0,0,0,0,"366,641","366,641",0,"366,641",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alta Wind XI,Southern California Edison Co,Kern,35.065,-118.39,0,0,0,0,0,0,"246,686",0,0,0,0,0,"246,686","246,686",0,"246,686",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,AltaGas Ripon Energy Inc.,Pacific Gas & Electric Co,San Joaquin,37.732533,-121.116006,0,0,"5,377",0,0,0,0,0,0,0,0,"5,377",0,0,"5,377",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Altamont Gas Recovery,Pacific Gas & Electric Co,Alameda,37.749308,-121.649866,0,0,0,0,0,"39,752",0,0,0,0,0,0,"39,752","39,752","39,752",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Altamont Midway Ltd,Pacific Gas & Electric Co,San Joaquin,37.7392,-121.4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Altech III,Southern California Edison Co,Riverside,33.915023,-116.555064,0,0,0,0,0,0,"4,982",0,0,0,0,0,"4,982","4,982",0,"4,982",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alticor Inc - Solar Project,Southern California Edison Co,Orange,33.878585,-117.99608,0,0,0,0,0,0,0,"1,786",0,0,0,0,"1,786","1,786",0,"1,786",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Alvarado Hydro Facility,San Diego Gas & Electric Co,San Diego,32.7814,-117.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Amazon - Moreno Valley,Southern California Edison Co,Riverside,33.872226,-117.238073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Amazon - Patterson PV,Pacific Gas & Electric Co,Stanislaus,37.468888,-121.166326,0,0,0,0,0,0,0,"5,250",0,0,0,0,"5,250","5,250",0,"5,250",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Amazon San Bernardino,Southern California Edison Co,San Bernardino,34.088408,-117.245839,0,0,"6,823",0,0,0,0,0,0,0,0,"6,823",0,0,"6,823",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Amedee Geothermal Venture I,Pacific Gas & Electric Co,Lassen,40.300833,-120.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Ameresco Butte County,Pacific Gas & Electric Co,Butte,39.674,-121.73,0,0,0,0,0,"2,800",0,0,0,0,0,0,"2,800","2,800","2,800",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Chiquita Canyon,Southern California Edison Co,Los Angeles,34.431664,-118.642855,0,0,0,0,0,"43,216",0,0,0,0,0,0,"43,216","43,216","43,216",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Forward,Pacific Gas & Electric Co,San Joaquin,37.883406,-121.185104,0,0,0,0,0,"33,134",0,0,0,0,0,0,"33,134","33,134","33,134",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Johnson Canyon,Pacific Gas & Electric Co,Monterey,36.534167,-121.408611,0,0,0,0,0,"10,422",0,0,0,0,0,0,"10,422","10,422","10,422",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Keller Canyon,Pacific Gas & Electric Co,Contra Costa,38.003928,-121.934491,0,0,0,0,0,"29,881",0,0,0,0,0,0,"29,881","29,881","29,881",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Ox Mountain,Pacific Gas & Electric Co,San Mateo,37.5,-122.4,0,0,0,0,0,"86,951",0,0,0,0,0,0,"86,951","86,951","86,951",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco San Joaquin,Pacific Gas & Electric Co,San Joaquin,38.029722,-120.929722,0,0,0,0,0,"30,654",0,0,0,0,0,0,"30,654","30,654","30,654",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Santa Cruz Energy,Pacific Gas & Electric Co,Santa Cruz,36.9178,-121.8156,0,0,0,0,0,"18,702",0,0,0,0,0,0,"18,702","18,702","18,702",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Ameresco Vasco Road,Pacific Gas & Electric Co,Alameda,37.754444,-121.728889,0,0,0,0,0,"33,161",0,0,0,0,0,0,"33,161","33,161","33,161",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,American Canyon Solar,Pacific Gas & Electric Co.,Napa,38.160858,-122.214014,0,0,0,0,0,0,0,"1,521",0,0,0,0,"1,521","1,521",0,"1,521",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"American Kings Solar, LLC",Pacific Gas & Electric Co,Kings,36.24,-119.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Ampersand Chowchilla Biomass LLC,Pacific Gas & Electric Co,Madera,37.106668,-120.248504,0,0,56,0,0,"71,655",0,0,0,0,0,56,"71,655","71,655","71,711",0,0.0%,0.0%,0.1%,0.0%,0.0%,99.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,99.9%,99.9%,100.0%,0.0%
CA,Anaheim Combustion Turbine,City of Anaheim - (CA),Orange,33.853542,-117.856286,0,0,"22,235",0,0,0,0,0,0,0,0,"22,235",0,0,"22,235",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Anaheim Solar Energy Plant,City of Anaheim - (CA),Orange,33.8025,-117.919722,0,0,0,0,0,0,0,"3,189",0,0,0,0,"3,189","3,189",0,"3,189",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Angels,Pacific Gas & Electric Co,Calaveras,38.071944,-120.539444,0,0,0,0,"6,387",0,0,0,0,0,0,0,"6,387",0,0,"6,387",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Anheuser-Busch #2,Pacific Gas & Electric Co,Solano,38.233611,-122.0925,0,0,0,0,0,0,"3,670",0,0,0,0,0,"3,670","3,670",0,"3,670",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope Big Sky Ranch,Southern California Edison Co,Los Angeles,34.694839,-118.28769,0,0,0,0,0,0,0,"55,178",0,0,0,0,"55,178","55,178",0,"55,178",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope DSR 1,Southern California Edison Co,Los Angeles,34.655556,-118.280722,0,0,0,0,0,0,0,"128,080",0,0,0,0,"128,080","128,080",0,"128,080",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope DSR 2,Southern California Edison Co,Los Angeles,34.686944,-118.311722,0,0,0,0,0,0,0,"11,112",0,0,0,0,"11,112","11,112",0,"11,112",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope DSR 3,Southern California Edison Co,Los Angeles,34.736859,-118.304071,0,0,0,0,0,0,0,"9,307",0,0,0,0,"9,307","9,307",0,"9,307",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope Expansion 1B,Southern California Edison Co,Los Angeles,34.71611,-118.259161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Antelope Expansion 2,Southern California Edison Co,Los Angeles,34.744977,-118.309153,0,0,0,0,0,0,0,"232,562",0,0,0,0,"232,562","232,562",0,"232,562",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Antelope Expansion 3A,Southern California Edison Co,Los Angeles,34.728902,-118.322051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Antelope Expansion 3B,Southern California Edison Co,Los Angeles,34.720162,-118.322532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"AP North Lake I, LP",Southern California Edison Co,Riverside,33.74,-117.010556,0,0,0,0,0,0,0,"42,588",0,0,0,0,"42,588","42,588",0,"42,588",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,APP Prune A-D,Pacific Gas & Electric Co.,Santa Clara,37.331666,-122.006686,0,0,"19,597",0,0,0,0,0,0,0,0,"19,597",0,0,"19,597",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Apple Campus 2 Fuel Cell,Pacific Gas & Electric Co,Santa Clara,37.33,-122.01,0,0,0,0,0,"19,627",0,0,0,0,0,0,"19,627","19,627","19,627",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Apple Campus 2 PV,Pacific Gas & Electric Co,Santa Clara,37.33,-122.01,0,0,0,0,0,0,0,"15,279",0,0,0,0,"15,279","15,279",0,"15,279",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Aquamarine,Pacific Gas & Electric Co.,Kings,36.189722,-119.904166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Aratina Solar Center 1 Hybrid,Southern California Edison Co,San Bernardino,34.987952,-117.571611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Argus Cogen Plant,Southern California Edison Co,San Bernardino,35.765,-117.3833,"240,456",0,"9,351",0,0,0,0,0,0,0,0,"249,807",0,0,"249,807",0,96.3%,0.0%,3.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Arrache 4006,Southern California Edison Co,Los Angeles,34.655,-118.051111,0,0,0,0,0,0,0,"2,450",0,0,0,0,"2,450","2,450",0,"2,450",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
